wdid,spectype,teff,logg
2MASS J12144003+1537208,DA+K,44479.0,7.47
2MASS J12173025+3226334,DA,7395.0,7.98
2MASS J12200769+6316283,DA+M,17707.0,7.86
2MASS J12203708+4923343,DA+M,30772.0,7.46
2MASS J12212103+3306350,DA,7761.0,7.947
2MASS J12214905+2856278,DA+M,12392.0,7.53
2MASS J12220847+0934061,DA+K,30419.0,7.14
2MASS J12231542+3137556,DA+M,10548.0,7.76
2MASS J12232547+2811438,DA+M,20331.0,7.99
2MASS J12233961-0056311,DAM,11390.0,7.413
2MASS J12251494+2925231,DA+M,16149.0,8.03
2MASS J12255302+0103563,DA+M,8573.0,8.34
2MASS J12260479+3758279,DA:+M,,
2MASS J12263499+3220207,DA+M,10793.0,9.32
2MASS J12293066+2630503,DA+M,21045.0,8.69
2MASS J12313980-0310002,DA+M,20331.0,7.35
2MASS J12315292+5535255,DA+M,10548.0,8.3
2MASS J12321435+3513241,DA+M,32595.0,7.6
2MASS J12322379+3808591,DA+M,25302.0,8.17
2MASS J12323566+5920272,DA+K:,15782.0,7.14
2MASS J12332529+2832414,DA+M,15071.0,7.87
2MASS J12332966+6008546,DA,8379.0,7.724
2MASS J12340916+1936308,DA+M,15601.0,7.87
2MASS J12341097+5808155,DA,13423.0,8.073
2MASS J12351567+5503178,DA,8490.0,7.412
2MASS J12352866+0030421,DA+M,18542.0,7.68
2MASS J12353983+2541424,DA+M,13745.0,8.18
2MASS J12374322+6023203,DA,5206.0,7.987
2MASS J12374924+6143438,DA+M,14728.0,8.02
2MASS J12383440+3627421,DA+M,10548.0,7.73
2MASS J12383631-0040421,DA+M,44511.0,7.72
2MASS J12390290+6549346,DAM,16788.0,7.393
2MASS J12392231+0055484,DA4:+M,6302.0,5.05
2MASS J12405480+4340435,DA+M,17707.0,7.95
2MASS J12414136+1405388,DA+M,30772.0,7.9
2MASS J12421619+6408597,DA+K,18974.0,7.77
2MASS J12434295+1449556,DA+M,12323.0,8.005
2MASS J12435677-0647584,DA+M,15964.0,7.91
2MASS J12461183+3250595,DA+M,13127.0,8.03
2MASS J12470277+3134484,DA+M,25595.0,8.22
2MASS J12483175+4353183,DA+M,14393.0,8.08
2MASS J12491923+2804587,DA+M,13904.0,8.23
2MASS J12493509+3751326,DA+M,8875.0,8.46
2MASS J12510844+3440504,DA+M,16910.0,8.3
2MASS J12512317+3800291,DA,10375.0,7.874
2MASS J12520718+0121570,DA+M,29050.0,7.78
2MASS J12521518+0410428,DA,11480.0,8.057
2MASS J12534155+1034138,DA+M,15873.0,7.81
2MASS J12535421+5813276,DA+M,16525.0,7.92
2MASS J12542755+2915316,DA+M,16910.0,7.74
2MASS J12543465+3709595,DAH,20314.504744497,8.20853693680496
2MASS J12551435+1155597,DA+M,7819.0,8.03
2MASS J12564552+2522414,DAM,20701.0,8.281
2MASS J12571608+4236554,DA+M,19416.0,7.99
2MASS J12575784+5458408,DA+M,34131.0,7.47
2MASS J12582086+3809266,DA+M,28064.0,7.81
2MASS J12591953+3219356,DA+M,8673.0,8.47
2MASS J12594461+1544558,DA+M,10670.0,8.01
2MASS J13002125+0130453,DA,5479.0,8.06
2MASS J13002241+3733187,DA+M,8573.0,7.99
2MASS J13003200+1530189,DA+M,18974.0,7.6
2MASS J13013224+0505359,DA+M,21289.0,7.56
2MASS J13013998+1608322,DA,19414.0,7.775
2MASS J13040362+1449557,DA+M,18120.0,7.83
2MASS J13043916+2922289,DA+M,26191.0,7.3
2MASS J13081405+1217053,DA+M,12681.0,7.48
2MASS J13095635+2928048,DA+M,20222.0,7.8
2MASS J13120812+0020579,DA+M,17505.0,7.81
2MASS J13124792-0034274,DA+M,10189.0,8.34
2MASS J13124941+5927174,DAM,17672.0,7.044
2MASS J13132830-0353198,DA,18408.0,7.862
2MASS J13133474+0237507,DA+M,17509.0,8.145
2MASS J13135097+0634323,DA+M,28718.0,7.7
2MASS J13164607+2735536,DA+M,38296.0,8.04
2MASS J13181596+4432087,DA+M,,
2MASS J13195420+0134182,DA+dM,6300.0,7.07
2MASS J13200125+1128054,DA+M,15071.0,7.14
2MASS J13204027+6612150,DA+M,26527.0,8.207
2MASS J13234190+5416367,DAM,9346.0,6.997
2MASS J13235532+3018284,DA+M,7016.0,7.51
2MASS J13242710+0804257,DA+M,29050.0,7.63
2MASS J13272569+5057111,DA+M,44287.0,7.58
2MASS J13283094+1259411,DAM,18298.0,7.585
2MASS J13291488+1147226,DA+M,9958.0,8.4
2MASS J13292523+1230249,DA,10860.0,7.117
2MASS J13293369+2557435,DA+M,11565.0,8.43
2MASS J13294256+6655398,DA:+M,,
2MASS J13305791+4552244,DA+M,12681.0,8.09
2MASS J13305820+0127065,DA+M,10670.0,7.97
2MASS J13310076+0844046,DAM,13916.0,7.273
2MASS J13313025+6623054,DA+M,9200.0,7.004
2MASS J13340001+1054526,DA+M,11835.0,7.23
2MASS J13360863+1501431,DAM,10948.0,8.053
2MASS J13361306+1246129,DA+M,12976.0,7.86
2MASS J13372274+2028547,DA+M,21785.0,7.73
2MASS J13372528+3952388,DA,8270.0,6.873
2MASS J13373231+0828154,DA+M,17106.0,7.71
2MASS J13383006+1020346,DA+M3,6300.0,5.01
2MASS J13391803+5937523,DA+M,29222.0,7.67
2MASS J13400805+0822485,DA+M,11118.0,8.26
2MASS J13405101+3210157,DAM,8280.0,7.213
2MASS J13410002+6026104,DA+M,43514.0,7.63
2MASS J13420894+0448526,DA+M,14065.0,7.53
2MASS J13445113+4110364,DA+M,24163.0,7.69
2MASS J13455766+3300509,DA+M,9619.0,8.58
2MASS J13462967+4051263,DA+K,6300.0,10.0
2MASS J13472181+2707250,DA+M,20685.0,7.93
2MASS J13472585+0848575,DA+M,11433.0,8.06
2MASS J13484164+1834107,DA+M,15071.0,7.96
2MASS J13494250+4730015,DAM,23849.0,7.711
2MASS J13501259+2740198,DA+M,22811.0,7.64
2MASS J13503954+2615117,DA+M,20331.0,7.74
2MASS J13511833+1819003,DA,11751.0,7.546
2MASS J13520197-0054195,DA,7076.0,7.971
2MASS J13520777+1850337,DA+M3,6300.0,5.0
2MASS J13550275+5740584,DA+K,6504.0,9.5
2MASS J13593098-1010293,DA+M,15246.0,7.91
2MASS J13593188+0544208,DA+M,15782.0,7.6
2MASS J13593561+3624000,DA+M,16525.0,7.87
2MASS J14020252+2525518,DA+M,32972.0,7.32
2MASS J14035767+5418567,DA+M,9163.0,6.942
2MASS J14054487+6005364,DA+dMe,6300.0,8.6
2MASS J14072305+0038415,DA+M,24449.0,7.85
2MASS J14081683+3314489,DA+M,6300.0,10.0
2MASS J14092326+3710488,DA+M,30419.0,8.13
2MASS J14094956+4339113,DA+M,,
2MASS J14105772-0202362,DAM,24596.0,7.398
2MASS J14122061+6541234,DA+M,13228.0,7.925
2MASS J14123151+2640551,DA+M,30800.0,7.81
2MASS J14145172-0132424,DA+M,13588.0,8.27
2MASS J14151332+6304126,DA,14560.0,8.12
2MASS J14155889+4337160,DA,6901.0,8.072
2MASS J14163571+3600066,DA+M,17106.0,7.91
2MASS J14173123+0150586,DA+M,16149.0,7.66
2MASS J14175917+3615429,DA:+M,,
2MASS J14192731+4706566,DA+M,28907.0,7.985
2MASS J14200627+5322351,DA,7588.0,7.751
2MASS J14222661+2346280,DA+M,6429.0,7.66
2MASS J14235505+2409248,DA+M,31668.0,7.29
2MASS J14244053+4929580,DA+K,36572.0,7.28
2MASS J14252284+2109406,DA+M,17912.0,7.72
2MASS J14255728+4425539,DA+M2,6300.0,5.0
2MASS J14261028+6001533,DA+M,19193.0,7.56
2MASS J14272630+1143477,DA+K,23343.0,8.33
2MASS J14295117+5759492,DA+M,16149.0,8.75
2MASS J14323124+0652223,DA+M,30775.0,8.06
2MASS J14351916+3629520,DA+M,8475.0,8.68
2MASS J14354787+3733386,DAM,10820.0,7.199
2MASS J14355165+0432097,DA+K,24163.0,6.41
2MASS J14364960+3237344,DA+M,30419.0,8.09
2MASS J14371765+2428032,DA+K,22550.0,7.56
2MASS J14372214+3809078,DA+M,19868.0,7.59
2MASS J14374669+5737059,DA+M,14641.0,8.328
2MASS J14380915+3309052,DAM,18937.0,7.594
2MASS J14395793+5739445,DA+M,,
2MASS J14414721+5816565,DA,6597.0,8.03
2MASS J14414914+3602257,DA+M,16910.0,7.6
2MASS J14460038+0008166,DA+M5,7392.0,5.09
2MASS J14463146+0959444,DA+M,6074.0,6.966
2MASS J14465554+1328102,DA+M,22550.0,7.71
2MASS J14465655+4111547,DA+M,17707.0,8.04
2MASS J14480132+2153432,DAM,23717.0,7.33
2MASS J14484686+0713044,DA+M,10399.0,7.299
2MASS J14485925-0232293,DA,9249.0,8.011
2MASS J14492121+3524316,DAM,12024.0,7.814
2MASS J14504049+5543217,DA+M,10567.0,7.009
2MASS J14505188+4143178,DAM,16370.0,7.613
2MASS J14523000+4625123,DA,10870.0,7.847
2MASS J14524881+2348072,DA+M,8765.0,8.06
2MASS J14530098+0055571,DA+M,13128.0,7.575
2MASS J14530577+0010482,DA+M,11565.0,8.55
2MASS J14531771+3123455,DA+M,20331.0,8.04
2MASS J14533166+4058445,DA,17221.0,7.803
2MASS J14542998+2039031,DA+M,6414.0,5.21
2MASS J14551459-0228222,DA+M,5336.0,7.448
2MASS J14552136+5655442,DA,15149.0,7.991
2MASS J14552773+6115044,DA+M,23076.0,7.52
2MASS J14553064+1703176,DA+M,15964.0,7.75
2MASS J14561166+5921385,DA+M,11565.0,7.31
2MASS J14563274+4824459,DA+M,28389.0,7.77
2MASS J14564271+0531019,DAM,8233.0,7.286
2MASS J14593368+3442351,DA+M,28064.0,7.88
2MASS J15010232+1504297,DA+M,12250.0,7.47
2MASS J15023168+0110461,DA+M,14238.0,7.94
2MASS J15023245+1744038,DA+M,8629.0,6.6
2MASS J15043887+3214436,DA+M,26276.0,7.9
2MASS J15060575+2654571,DA+M,9261.0,7.27
2MASS J15062647+2759241,DA+M,24163.0,7.9
2MASS J15064812+0027164,DA+M,29727.0,8.11
2MASS J15065759-0120220,DA+M,15601.0,7.68
2MASS J15070045+4811365,DA+M,15782.0,7.76
2MASS J15104261+2735101,DAM,15712.0,7.837
2MASS J15110990+4048014,DA,8387.0,7.368
2MASS J15142691+2857210,DA+M,8273.0,7.7
2MASS J15163762+1207015,DA+M,10345.0,8.24
2MASS J15164695+3507296,DA+M,6300.0,8.81
2MASS J15181797+4553345,DA+M,9509.0,8.59
2MASS J15185244+0744597,DA+M,19205.0,7.59
2MASS J15190599+5007027,DA,31233.0,7.97
2MASS J15192174+3536255,DAM,18566.0,7.828
2MASS J15200286+0812306,DA+M,17606.0,8.135
2MASS J15211698+4201592,DA+M,33354.0,7.58
2MASS J15212174+3211119,DA+M,9619.0,8.36
2MASS J15234080+2434508,DA+M,37791.0,7.88
2MASS J15235924+4604488,DA+M,8378.0,8.28
2MASS J15242519+5040098,DA+M,20098.0,8.14
2MASS J15251217-0421286,DA,9977.0,7.963
2MASS J15251790+3629456,DA+M,9844.0,7.94
2MASS J15271643+2425389,DA+M,18330.0,7.57
2MASS J15271727+0024129,DA+M,12250.0,7.44
2MASS J15280490+3310124,DA+M,15071.0,7.96
2MASS J15282147+3443151,DA+M,26801.0,7.85
2MASS J15293329+0020309,DA+M,13986.0,7.54
2MASS J15295255+5509548,DA+M,11565.0,8.0
2MASS J15314080+1125257,DA+M,15246.0,7.84
2MASS J15331426+2744082,DA+M,6959.0,6.401
2MASS J15333300-0206556,DA,11208.0,7.91
2MASS J15340430+4120260,DA+M,35304.0,7.72
2MASS J15342174+3915505,DA+M,9844.0,8.39
2MASS J15351759+1155581,DA+M,9813.0,7.62
2MASS J15364254+2107475,DA+M,36154.0,7.78
2MASS J15385181+3807418,DA+M,7228.0,6.743
2MASS J15390421+5811158,DA,7095.0,8.035
2MASS J15391469+2637106,DA+M,16717.0,7.47
2MASS J15392426+0135372,DA+M,8673.0,8.02
2MASS J15393462+0922215,DA+M,17707.0,8.28
2MASS J15395084+0154001,DA,8715.0,8.006
2MASS J15400571+1219375,DA+M,33458.0,7.85
2MASS J15413648+2716351,DA+M,10670.0,8.21
2MASS J15415658+1615114,DAM,19526.0,8.412
2MASS J15434045+1947549,DA,8055.0,7.442
2MASS J15434402+0601340,DA+M,9187.0,6.83
2MASS J15460525+3708543,DA+M,,
2MASS J15465203+4922160,DA+M,20022.0,7.63
2MASS J15481170+3128403,DA+M,16717.0,8.03
2MASS J15484381+3727499,DA+M,8977.0,8.37
2MASS J15484603+4057291,DA+M,7549.0,6.81
2MASS J15492854+3854195,DA+dM,6300.0,8.74
2MASS J15495631+2009143,DA,9136.0,7.998
2MASS J15495959+5349109,DA+M,25891.0,7.41
2MASS J15504053+0521503,DA+M,13204.0,7.895
2MASS J15513578+3414402,DA+M,35740.0,7.48
2MASS J15533287+0457350,DA+M,10793.0,8.48
2MASS J15550198+2444220,DAM,13473.0,5.657
2MASS J15552116+4116501,DA+M,31147.0,7.73
2MASS J15571204+1515343,DA+M,43315.0,7.77
2MASS J15572071+1442179,DA+M,12393.0,7.545
2MASS J15574268+3628208,DA+M,14228.0,8.38
2MASS J15580850+2642256,DA+M,18298.0,8.555
2MASS J15583962+0827200,DA+M,33740.0,8.13
2MASS J15584020+1625556,DA,12182.0,7.478
2MASS J15593735+2529090,DA,8467.0,8.028
2MASS J16005982+3626100,DA+M,22292.0,7.81
2MASS J16013669+0505280,DA+M,49740.0,7.95
2MASS J16033321+5411581,DA+M,15782.0,7.43
2MASS J16054018+4610458,DA+M,31488.0,7.99
2MASS J16063589+2331439,DA+M,36572.0,8.16
2MASS J16064503+2847259,DA+M,16910.0,8.06
2MASS J16065530+4245267,DA+M,31353.0,7.84
2MASS J16065975+4217078,DA+M,33715.0,7.83
2MASS J16082148+0851498,DA+M,6057.0,6.1
2MASS J16082457+2855251,DA+M,13904.0,8.73
2MASS J16091598+2735598,DA+M,19193.0,7.9
2MASS J16111312+4640440,DA+M,10307.0,8.04
2MASS J16113167+0010183,DA+M,6313.0,7.69
2MASS J16114589+0103277,DA+M,10189.0,7.81
2MASS J16123436+1558115,DA+M,9509.0,8.23
2MASS J16123909+4551325,DA+M,14852.0,8.177
2MASS J16132057+1958278,DA+M,9216.0,6.626
2MASS J16150551+2357463,DA+M,12250.0,8.11
2MASS J16165824+1713559,DA+M,6301.0,6.36
2MASS J16193172+0057306,DA+M,6884.0,6.813
2MASS J16232413+3436467,DA,7511.0,7.992
2MASS J16235445+6306403,DA+M,9731.0,8.64
2MASS J16240807+3648584,DA+M,23886.0,7.92
2MASS J16243166-0022483,DA+M,22292.0,7.96
2MASS J16255824+3510358,DA+K,6300.0,10.0
2MASS J16263203+1355547,DA,6858.0,7.975
2MASS J16264853+2326039,DA+M,42705.0,7.75
2MASS J16265219+1415224,DA+M,10307.0,7.21
2MASS J16265989+4918028,DA,9372.0,8.01
2MASS J16282363+2441594,DA+M,32222.0,7.6
2MASS J16301446+1252142,DAM,26702.0,7.714
2MASS J16354474+6201566,DA+M,17505.0,7.81
2MASS J16372576+2510274,DA+M,16717.0,8.15
2MASS J16382476+2927016,DA+M,19193.0,7.36
2MASS J16392030+4030413,DA,8461.0,8.158
2MASS J16403197+2229289,DA,7613.0,8.08
2MASS J16421658+2256264,DA,10779.0,7.939
2MASS J16461253+2324086,DA+M,21535.0,8.0
2MASS J16475041+2501445,DA+M,14393.0,8.44
2MASS J16481235+2811232,DA+M,13432.0,8.04
2MASS J16490635+3858336,DA+M,30419.0,7.37
2MASS J16500514+3904261,DA+M,30196.0,7.76
2MASS J16511245+4151390,DA+M,56743.0,7.63
2MASS J16530628+1905033,DA,12434.0,7.381
2MASS J16545927+1310251,DA+M2,6300.0,5.0
2MASS J16580233+3916109,DA+M,10307.0,8.06
2MASS J16593715+2723388,DA+M3,6300.0,5.0
2MASS J17010610+3425336,DA+M,7131.0,5.0
2MASS J17012737+2533027,DA+M,10793.0,8.65
2MASS J17045971+3844330,DA+M,19868.0,7.78
2MASS J17050965+2109044,DA+M,23886.0,7.78
2MASS J17051325+0423452,DA,8320.0,7.969
2MASS J17062491+2328155,DA,73566.0,7.798
2MASS J17092683+2908222,DA,16658.0,7.574
2MASS J17094712+2931118,DA+M,16910.0,7.6
2MASS J17113307+6233148,DA+K,,
2MASS J17114552+5554443,DA+M,34759.0,7.65
2MASS J17130184+6251355,DA+dMe,6300.0,7.3
2MASS J17143571+2725398,DA+M,33354.0,7.6
2MASS J17161108+5443458,DA+M,19652.0,7.96
2MASS J17181016+6101142,DA+M,18120.0,7.83
2MASS J17195522+6251071,DA+M,15555.0,7.805
2MASS J17200858+5652116,DA+M1.5,6300.0,6.77
2MASS J17204388+5601089,DA+M,12976.0,7.62
2MASS J17223000+2645275,DA,15296.0,8.015
2MASS J17223454+3212387,DA+M,17008.0,7.84
2MASS J17240613+5620033,DA,19669.0,6.44
2MASS J17243374+6234098,DA+M,23627.0,7.62
2MASS J17243904+5516000,DA+M,18572.0,8.355
2MASS J17244180+5931033,DA+M,21045.0,7.98
2MASS J17244529+0733248,DA+M4,7110.0,5.0
2MASS J17260155+5605267,DA+M,22164.0,7.995
2MASS J17271558+5429377,DA+dMe,6300.0,8.54
2MASS J17281847+0211101,DA,8165.0,8.101
2MASS J17283185+6204265,DA+M,20806.0,8.47
2MASS J17310148+6233160,DA+M,16159.0,7.555
2MASS J17310453+0703450,DA+M4,,
2MASS J17333897+6341112,DA+M,27743.0,7.72
2MASS J17373433+5612246,DA,22160.0,7.74
2MASS J17384969+6350421,DA+M3,6300.0,5.03
2MASS J17470830+2859098,DA,5001.0,7.882
2MASS J18134856+2119206,DA,18200.0,7.95
2MASS J18215954-5951484,DA,4748.0,7.268
2MASS J18244431+6001596,DA,11135.0,7.537
2MASS J18332921+6431520,DA+M,42894.0,7.38
2MASS J18345307+4137578,DA+M,9619.0,8.42
2MASS J18441262+4120293,DA+M,7554.0,7.49
2MASS J18571395+2026292,DA,6649.0,8.291
2MASS J19131653+2949275,DA,6197.0,8.138
2MASS J19191135+3703191,DA+M,17912.0,7.92
2MASS J19492350+0747318,DA,9245.0,8.078
2MASS J19554408+4117491,DA?,,
2MASS J20061696+5902273,DA,13850.0,7.758
2MASS J20124874-4659024,DA,5809.0,7.993
2MASS J20152080-1226269,DA,,
2MASS J20230901+1424229,DA+M,6300.0,5.0
2MASS J20265915+4116436,DA,18028.0,6.998
2MASS J20341176+4110199,DA,,
2MASS J20361368+1550599,DA,,
2MASS J20411750-0628470,DA+M1,6300.0,5.21
2MASS J20443144-0614402,DA+M1,6300.0,7.88
2MASS J20453123+1526433,DA,13026.0,8.15
2MASS J20454187-0509258,DA+M,26494.0,7.69
2MASS J20481515+0516277,DA,,
2MASS J20572130+0042261,DA+M,33740.0,8.16
2MASS J20585710-0605193,DAM,16837.0,7.364
2MASS J20590586-0033476,DA,7502.0,7.987
2MASS J20592308-0652081,DA+K,62828.0,6.38
2MASS J21040659+1559141,DA,,
2MASS J21053962-0554141,DA+M,6163.0,7.464
2MASS J21070228-0647574,DA+M,32887.0,7.62
2MASS J21104323+0937569,DA+M,30189.0,7.84
2MASS J21113271+0115225,DA+M,11972.0,8.57
2MASS J21120531+1014279,DA+M,19868.0,8.73
2MASS J21142842-0103569,DA+M,28064.0,8.11
2MASS J21174953-0800205,DA+M,27743.0,7.93
2MASS J21182020+0102257,DA+M,11835.0,7.87
2MASS J21205191-0058273,DA+M,16336.0,8.04
2MASS J21252154+0059455,DA:+M,,
2MASS J21293521+0013321,DA,8860.0,7.157
2MASS J21321812+0031590,DA+M,16336.0,7.53
2MASS J21382728+1856419,DA,12600.0,7.74
2MASS J21394520+1029049,DA+M,10189.0,8.42
2MASS J21400102-0750522,DA,29506.0,7.727
2MASS J21523222+0014480,DA+M,11972.0,7.95
2MASS J21561457-0002374,DA:+M,6300.0,8.79
2MASS J21574476-0040149,DA+dM,6300.0,8.14
2MASS J22025262+0008333,DA+M2,6300.0,8.8
2MASS J22033861-0017510,DA+M,32222.0,7.28
2MASS J22084899+1221446,DA+K,99575.0,9.02
2MASS J22094660-0010109,DA+dMe,6300.0,8.4
2MASS J22110255-0024337,DA+M,,
2MASS J22145224-0750447,DA+M,13279.0,7.97
2MASS J22145972-0820200,DA:+M,,
2MASS J22171451+0046008,DA+M,15071.0,7.72
2MASS J22185647+0009103,DA+M3,6300.0,8.8
2MASS J22210845+0029278,DA+M,15074.0,8.27
2MASS J22250596-0055053,DA+M,6300.0,10.0
2MASS J22263453-0041449,DA+M,10793.0,8.07
2MASS J22282274+3912401,DA+M3,6300.0,5.01
2MASS J22283837-0029517,DA+M4,6300.0,8.65
2MASS J22302437-0046072,DA+M5,6300.0,8.77
2MASS J22303724+1256212,DA,7564.0,8.47
2MASS J22304953-0945090,DA,7279.0,7.919
2MASS J22305115+1257067,DA+M,19640.0,8.1
2MASS J22330047+1247190,DA+M,18756.0,7.87
2MASS J22385855+1313039,DA,8122.0,8.019
2MASS J22395291+1434361,DA+M,22292.0,7.73
2MASS J22403836-0935412,DA+M,13300.0,7.615
2MASS J22415762+1332390,DA,6036.0,8.27
2MASS J22452948-1002442,DA,8645.0,8.328
2MASS J22493202+0006456,DA+M,6301.0,7.08
2MASS J22540426+0018234,DA+M,6301.0,7.69
2MASS J22550352-0015482,DA,17705.0,7.594
2MASS J22571659+0745343,DA+M,6300.0,5.0
2MASS J22584757+0710265,DA+M,8475.0,7.96
2MASS J22593378+5717572,DA,5247.0,7.936
2MASS J23005172+1341151,DA+M,19193.0,7.79
2MASS J23024490+4312478,DA,8033.0,7.963
2MASS J23030927-0032226,DA+M,6304.0,5.13
2MASS J23050256+2158541,DA+M,9446.0,6.542
2MASS J23055211-0014488,DA+M,6300.0,8.46
2MASS J23095848+5506491,DA,5531.0,8.107
2MASS J23101460+0014399,DA+M,6300.0,7.78
2MASS J23110564+2202085,DA+M,6300.0,5.0
2MASS J23123080+0053217,DA+dMe,6301.0,7.45
2MASS J23171827+0100408,DA+M,6300.0,9.98
2MASS J23181475+0034299,DA+M,16059.0,7.735
2MASS J23182522-0935389,DA+M,22550.0,7.75
2MASS J23192431-0934494,DA+M,16149.0,7.45
2MASS J23221743-0057254,DA+M,13904.0,7.52
2MASS J23225981+3358469,DA+dM,14090.0,8.2
2MASS J23243626-0045361,DA+M,6300.0,7.8
2MASS J23281603+0100358,DA+M,9958.0,9.21
2MASS J23290472+0008209,DA+M,6302.0,8.16
2MASS J23334764-0015011,DA+M,6300.0,8.73
2MASS J23361249+4829553,DA+M,,
2MASS J23363056-0030358,DA+M,16525.0,7.42
2MASS J23380782+0001077,DA:+M,20702.0,8.275
2MASS J23385689+0744563,DA+M,6300.0,5.0
2MASS J23390042+5316000,DA,6359.0,8.026
2MASS J23390600-0017545,DA+M3,6300.0,8.79
2MASS J23392228+0744002,DA+M,15071.0,7.78
2MASS J23392837-0020399,DA+M,13548.0,8.345
2MASS J23404147-1106366,DA+M,7641.0,8.39
2MASS J23410683+0835504,DA+M,11972.0,7.42
2MASS J23413107+0037498,DA+dMe,6300.0,8.48
2MASS J23422567+1559304,DA+M,13904.0,8.24
2MASS J23431295+1541064,DA+M,26801.0,7.92
2MASS J23434518+4623396,DA+dM,21000.0,6.91
2MASS J23434918+3834295,DA,10409.0,7.488
2MASS J23464994-0020319,DA+M,23886.0,7.89
2MASS J23481001-0839551,DA+K,6300.0,8.7
2MASS J23492946+4353073,DA+M,12250.0,8.16
2MASS J23502758+0043588,DA+M,10670.0,8.03
2MASS J23532473+3516233,DA+M,6300.0,10.0
2MASS J23535413-0003073,DA+M,11565.0,7.05
2QZ J000008.8-283757,DA,,
2QZ J000029.8-274246,DA,,
2QZ J000030.0-321010,DA,,
2QZ J000041.1-310246,DA,,
2QZ J000045.1-280123,DA,,
2QZ J000119.1-312449,DA,,
2QZ J000138.8-314129,DA,,
2QZ J000312.8-313044,DA,,
2QZ J000313.1-313500,DA,,
2QZ J000318.3-284359,DA,18090.0,8.211
2QZ J000340.4-301804,DA,,
2QZ J000413.5-313939,DA,,
2QZ J000432.2-283102,DA,,
2QZ J000456.0-320442,DA,,
2QZ J000502.9-280145,DA,,
2QZ J000512.3-285108,DA,,
2QZ J000515.3-305737,DA,11174.0,7.806
2QZ J000600.5-282808,DA,,
2QZ J000730.2-293502,DA,,
2QZ J000947.2-284047,DA,12751.0,8.577
2QZ J001033.7-293017,DA,,
2QZ J001047.5-303224,DA,,
2QZ J001119.6-273846,DA,,
2QZ J001131.3-285626,DA,,
2QZ J001212.4-312918,DA,,
2QZ J001228.2-300918,DA,,
2QZ J001239.1-304350,DA,9948.0,7.843
2QZ J001239.5-320738,DA,,
2QZ J001255.4-312429,DA,17146.0,8.024
2QZ J001451.0-311326,DA,,
2QZ J001501.6-304142,DA,,
2QZ J001521.4-314605,DA,,
2QZ J001521.8-271916,DA,,
2QZ J001533.2-282710,DA,16557.0,7.98
2QZ J001546.6-313546,DA,9225.0,8.048
2QZ J001607.7-295138,DA,,
2QZ J001623.7-315425,DA,,
2QZ J001707.7-280326,DA,,
2QZ J001809.1-293058,DA,,
2QZ J001939.7-273149,DA,,
2QZ J001957.4-305546,DA,,
2QZ J002041.3-320948,DA,,
2QZ J002106.7-271323,DA,,
2QZ J002129.5-301038,DA,,
2QZ J002140.4-315443,DA,,
2QZ J002200.2-290755,DA,,
2QZ J002207.5-275002,DA,,
2QZ J002212.8-272605,DA,,
2QZ J002238.2-310916,DA,,
2QZ J002300.9-302151,DA,11346.0,7.527
2QZ J002306.2-272631,DA:,19540.0,7.913
2QZ J002341.8-280018,DA,,
2QZ J002345.7-314449,DA,12047.0,8.01
2QZ J002429.6-293339,DA,,
2QZ J002533.3-283834,DA,,
2QZ J002533.6-275517,DA,,
2QZ J002602.3-310725,DA,,
2QZ J002617.2-314905,DA,,
2QZ J002619.9-311253,DA,,
2QZ J002625.4-283048,DA,,
2QZ J002626.2-274816,DA,,
2QZ J002634.7-282841,DA,,
2QZ J002634.9-283126,DA,,
2QZ J002653.8-295506,DA,,
2QZ J002707.7-280048,DA,,
2QZ J002715.6-283229,DA,,
2QZ J002718.2-291003,DA,,
2QZ J002723.0-292149,DA,,
2QZ J002809.7-282522,DA,,
2QZ J002823.3-281148,DA,,
2QZ J002828.9-311218,DA,,
2QZ J002838.9-282019,DA,,
2QZ J002858.3-294048,DA,,
2QZ J002906.7-275146,DA,,
2QZ J002908.6-315111,DA,,
2QZ J002936.6-290633,DA,20711.0,7.976
2QZ J002954.1-300945,DA,20151.0,7.862
2QZ J003019.6-301506,DA,,
2QZ J003043.9-293807,DA,,
2QZ J003053.1-280336,DA,,
2QZ J003103.8-284044,DA,,
2QZ J003108.1-292857,DA,,
2QZ J003110.9-293604,DA,,
2QZ J003125.9-310841,DA,11439.0,7.971
2QZ J003145.8-284234,DA,,
2QZ J003214.1-310244,DA,,
2QZ J003233.0-310000,DA,11845.0,7.986
2QZ J003240.7-282756,DA,,
2QZ J003333.0-313638,DA,,
2QZ J003349.9-271344,DA,,
2QZ J003431.4-273047,DA,,
2QZ J003452.0-283834,DA,,
2QZ J003522.9-275025,DA,,
2QZ J003527.0-301902,DA,,
2QZ J003557.1-285029,DA,,
2QZ J003558.8-304744,DA,20253.0,7.95
2QZ J003645.8-304821,DA,,
2QZ J003656.1-281919,DA,,
2QZ J003701.0-303231,DA,,
2QZ J003704.1-302436,DA,,
2QZ J003723.8-314647,DA,,
2QZ J003729.5-304736,DA,,
2QZ J003817.5-291824,DA,,
2QZ J003818.5-301530,DA,,
2QZ J003845.4-292700,DA,,
2QZ J003849.2-304739,DA,9716.0,7.45
2QZ J003939.0-304701,DA,,
2QZ J004021.9-274917,DA,,
2QZ J004111.3-320219,DA,,
2QZ J004114.1-273417,DA,,
2QZ J004226.0-280447,DA,,
